"LOCATION","Country","SUBJECT","Subject","SECTOR","Sector","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.4954451,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2007","2007",0.4641266,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1995","1995",0.5628545,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1996","1996",0.5707675,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.5661043,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.5465174,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.5228229,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.5299622,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.5363379,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.5780054,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.6034835,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.6109021,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.6062901,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.5804587,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","2007","2007",0.5623741,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1995","1995",0.5945138,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1996","1996",0.5963341,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.5950356,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.5674646,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.5514069,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.5479991,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.5539801,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.5857379,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.602428,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.6052228,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.5963287,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.5842257,,
"CYP","Cyprus","ULAIRU99","Labour Income Share (Real ULC)","08","Business sector excl. Agriculture (C_K)","ST","Level, ratio or national currency","A","Annual","2007","2007",0.5668198,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1995","1995",0.6499498,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1996","1996",0.6232402,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1997","1997",0.6108735,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1998","1998",0.5962427,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","1999","1999",0.5747546,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2000","2000",0.5674723,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2001","2001",0.5513452,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2002","2002",0.5503383,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2003","2003",0.5507973,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2004","2004",0.5598719,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2005","2005",0.5464197,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2006","2006",0.5531529,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2007","2007",0.5806211,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2008","2008",0.6217099,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2009","2009",0.6463706,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2010","2010",0.6083627,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2011","2011",0.5796214,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","01","Total Economy","ST","Level, ratio or national currency","A","Annual","2012","2012",0.5861941,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1995","1995",0.6555724,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1996","1996",0.6526154,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.6257676,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.6730102,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.6313335,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.6324836,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.6033491,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.6274474,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.6171386,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.65417,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.6447311,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.6343116,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2007","2007",0.6430314,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2008","2008",0.6742222,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2009","2009",0.7470157,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","02","Manufacturing (D)","ST","Level, ratio or national currency","A","Annual","2010","2010",0.5912488,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1995","1995",0.6589131,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1996","1996",0.6516353,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.6439645,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.6641065,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.6259896,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.6118775,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.576187,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.5843261,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.5659353,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.5921984,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.5838201,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.5757138,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2007","2007",0.5825852,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2008","2008",0.611494,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2009","2009",0.634441,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","03","Industry (C_E)","ST","Level, ratio or national currency","A","Annual","2010","2010",0.5085456,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1995","1995",0.6550732,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1996","1996",0.6518641,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.6298251,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.5551741,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.5487607,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.541802,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.5733187,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.554055,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.6221696,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.6231478,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.6419721,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.633414,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2007","2007",0.7396556,,
"EST","Estonia","ULAIRU99","Labour Income Share (Real ULC)","04","Construction (F)","ST","Level, ratio or national currency","A","Annual","2008","2008",0.7451514,,
